"state","fips","county","latitude","longitude","I0","R0","A0","S0"
"NM",35005,"Chaves",33.361605,-104.46983,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35006,"Cibola",34.93205,-108.00025,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35007,"Colfax",36.612963,-104.64012,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35009,"Curry",34.572984,-103.34605,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35011,"De Baca",34.351429,-104.40152,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35013,"Dona Ana",32.350912,-106.83218,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35015,"Eddy",32.457858,-104.30647,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35017,"Grant",32.732087,-108.3815,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35019,"Guadalupe",34.869782,-104.78496,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35021,"Harding",35.863152,-103.82993,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35023,"Hidalgo",31.899658,-108.74572,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35025,"Lea",32.795687,-103.41327,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35027,"Lincoln",33.740941,-105.44908,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35028,"Los Alamos",35.870047,-106.30796,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35029,"Luna",32.184482,-107.74663,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35031,"McKinley",35.573732,-108.2553,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35033,"Mora",35.982841,-104.92189,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35035,"Otero",32.588776,-105.78107,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35037,"Quay",35.107018,-103.54807,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35039,"Rio Arriba",36.509669,-106.69398,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35041,"Roosevelt",34.021457,-103.48272,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35043,"Sandoval",35.685073,-106.88261,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35045,"San Juan",36.511625,-108.32457,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35047,"San Miguel",35.476876,-104.80351,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35049,"Santa Fe",35.513722,-105.96644,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35051,"Sierra",33.119479,-107.18816,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35053,"Socorro",33.991614,-106.939,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
"NM",35055,"Taos",36.576529,-105.63798,0.00149118012714535,0.000382405020699794,0.131244468016269,0.866749790003027
