fips,count
45027,34621
45029,38833
45031,68602
45033,31666
45035,129618
45037,26680
45039,24040
45041,134897
45043,60236
45045,436437
45047,68890
45049,21173
45051,258267
45053,23634
45055,60166
45057,72302
45059,67026
45061,19615
45063,252563
45065,10203
45067,33568
45069,29112
45071,37197
45073,73035
45075,92475
45077,117823
45079,372597
45081,19567
45083,278167
45085,106601
45087,29089
45089,34994
45091,214916
46003,2739
46005,16829
46007,3441
46009,7080
46011,31250
46013,36011
46015,5128
46017,1932
46019,9888
46021,1431
46023,9075
46025,3702
46027,13816
46029,27040
46031,4053
46033,8085
46035,19397
46037,5714
46039,4373
46041,5354
46043,3046
46045,4047
46047,7078
46049,2386
46051,7382
46053,4272
46055,1886
46057,5761
46059,3402
46061,3382
46063,1250
46065,16827
46067,7388
46069,1520
46071,2991
46073,2038
46075,1076
46077,5169
46079,11008
46081,23670
46083,41289
46085,3736
46087,5639
46089,2506
46091,4618
46093,25156
46095,2032
46097,2411
46099,165799
46101,6511
46103,97922
46105,2976
46107,2380
46109,10033
46111,2380
46113,13437
46115,6518
46117,2896
46119,1328
46121,9575
46123,5743
46125,8368
46127,13903
46129,5408
46135,22216
46137,2765
47001,74257
47003,44172
47005,16456
47007,12946
47009,121140
47011,97192
47013,40623
47015,13631
47017,28644
47019,57710
47021,38809
47023,16793
47025,31901
47027,7888
47029,35473
47031,52344
47033,14524
47035,54977
47037,612884
47039,11716
47041,18569
47043,48712
47045,38174
47047,37458
47049,17777
47051,41054
47053,49015
47055,29558
47057,22419
47059,68172
47061,13910
47063,61857
47065,328960
47067,6782
47069,27655
47071,25995
47073,56562
47075,19010
47077,27518
47079,32042
47081,24506
47083,8286
47085,18416
47087,11491
47089,50600
47091,18190
47093,423748
47095,7827
47097,27745
47099,41319
47101,12003
47103,32885
47105,47102
47107,52075
47109,25760
47111,21934
47113,97378
47115,28123
47117,29902
47119,79029
47121,11581
47123,44015
47125,163603
47127,6266
47129,21664
47131,31905
47133,21777
47135,7778
47137,5072
47139,16690
47141,70570
47143,31215
47145,54156
47147,64347
47149,250517
47151,22171
47153,13814
47155,87507
47157,922696
47159,19035
47161,13133
47163,155815
47165,155592
47167,59689
47169,7751
47171,18257
47173,19088
47175,5503
47177,39539
47179,119768
47181,17016
47183,34557
47185,25460
47187,174260
47189,109563
48001,58016
48003,14048
48005,85254
48007,23247
48009,9055
48011,1958
48013,44049
48015,27783
48017,7027
48019,20265
48021,72289
48023,3795
48025,31896
48027,294689
48029,1650052
48031,10085
48033,564
48035,18067
48037,91399
48039,300522
48041,185426
48043,8971
48045,1723
48047,7349
48049,38199
48051,17058
48053,42215
48055,37416
48057,21120
48059,13458
48061,393566
48063,12288
48065,6284
48067,30254
48069,7848
48071,32371
48073,50035
48075,7115
48077,10922
48079,3155
48081,3301
48083,8857
48085,738745
48087,3009
48089,20751
48091,102836
48093,13863
48095,4047
48097,38316
48099,74082
48101,1618
48103,4141
48105,3746
48107,6207
48109,2480
48111,6471
48113,2321014
48115,13853
48117,19054
48119,5248
48121,628084
48123,20025
48125,2441
48127,9908
48129,3655
48131,11999
48133,18560
48135,133015
48137,2029
48139,143502
48141,772280
48143,37142
48145,17799
48147,33765
48149,24175
48151,4057
48153,6599
48155,1379
48157,541983
48159,10675
48161,19461
48163,16956
48165,16658
48167,286326
48169,6204
48171,24197
48173,1317
48175,7161
48177,19635
48179,22497
48181,119111
48183,119525
48185,26208
48187,122728
48189,36041
48191,3424
48193,8473
48195,5470
48197,4226
48199,53220
48201,3950999
48203,64484
48205,5963
48207,5842
48209,146439
48211,3668
48213,78299
48215,736973
48217,34854
48219,22933
48221,49816
48223,34540
48225,23642
48227,34285
48229,3441
48231,84836
48233,22094
48235,1673
48237,9072
48239,13987
48241,35248
48243,2340
48245,249349
48247,5211
48249,40631
48251,147611
48253,20157
48255,14880
48257,98402
48259,31515
48261,241
48263,772
48265,48826
48267,4568
48269,219
48271,3555
48273,31611
48275,3708
48277,49536
48279,14092
48281,19677
48283,6709
48285,19217
48287,16499
48289,16640
48291,74922
48293,23170
48295,3218
48297,11507
48299,18992
48301,41
48303,269932
48305,5988
48307,8220
48309,229587
48311,897
48313,13433
48315,10771
48317,4606
48319,3928
48321,36647
48323,52493
48325,45073
48327,2212
48329,132103
48331,24934
48333,4887
48335,9342
48337,19789
48339,427717
48341,21102
48343,13077
48345,1123
48347,63141
48349,47483
48351,14389
48353,14990
48355,334370
48357,9953
48359,2020
48361,82014
48363,27927
48365,23569
48367,112158
48369,10098
48371,15400
48373,45590
48375,120124
48377,7703
48379,10942
48381,116811
48383,3298
48385,3279
48387,12987
48389,13269
48391,7434
48393,877
48395,16574
48397,73311
48399,10492
48401,52016
48403,10653
48405,8996
48407,25859
48409,66100
48411,6023
48413,3343
48415,16579
48417,3182
48419,25423
48421,3000
48423,203393
48425,8200
48427,59989
48429,9562
48431,1160
48433,1434
48435,4257
48437,7828
48439,1743300
48441,129477
48443,850
48445,12498
48447,1814
48449,30995
48451,108000
48453,979712
48455,14451
48457,21472
48459,38685
48461,3243
48463,26285
48465,48088
48467,52362
48469,85813
48471,66353
48473,40831
48475,10505
48477,32949
48479,240346
48481,41036
48483,5235
48485,130976
48487,13637
48489,21769
48491,391715
48493,41264
48495,6933
48497,58054
48499,41625
48501,7706
48503,18298
48505,13609
48507,11658
49001,6431
49003,48221
49005,107078
49007,20765
49009,839
49011,294532
49013,17408
49015,10728
49017,4958
49019,8987
49021,44439
49023,9855
49025,6893
49027,12189
49029,9013
49031,1661
49033,2181
49035,1000155
49037,14299
49039,26651
49041,20438
49043,35295
49045,55398
49047,30991
49049,486067
49051,22176
49053,134033
49055,2706
49057,222849
50001,36841
50003,37122
50005,31214
50007,154729
50009,6359
50011,47547
50013,7105
50015,24040
50017,29059
50019,27256
50021,62278
50023,59379
50025,44438
50027,56891
51001,34066
51003,96633
51005,16406
51007,12517
51009,32315
51011,14653
51013,197467
51015,73201
51017,4779
51019,67697
51021,6873
51023,32867
51025,17707
51027,24459
51029,16874
51031,54174
51033,27844
51035,29985
51036,7205
51037,12644
51041,308633
51043,14013
51045,5173
51047,45749
51049,9855
51051,15966
51053,27449
51057,10901
51059,1048554
51061,64546
51063,15030
51065,25308
51067,54938
51069,75835
51071,17205
51073,36610
51075,21136
51077,15855
51079,18082
51081,12181
51083,36311
51085,99172
51087,300053
51089,54860
51091,2395
51093,34762
51095,64386
51097,6926
51099,22794
51101,15509
51103,11478
51105,25434
51107,291653
51109,32248
51111,12968
51113,13342
51115,9004
51117,32774
51119,10831
51121,92527
51125,14989
51127,17655
51131,12572
51133,12419
51135,15819
51137,32730
51139,24116
51141,18643
51143,63147
51145,27758
51147,22723
51149,35129
51153,379415
51155,34963
51157,7376
51159,9328
51161,91583
51163,22217
51165,74922
51167,28842
51169,23234
51171,41468
51173,32383
51175,18493
51177,120212
51179,124587
51181,7039
51183,12167
51185,44706
51187,37044
51191,54322
51193,17237
51195,41496
51197,29005
51199,64846
51510,133647
51515,6177
51520,17704
51530,6653
51540,42267
51550,219268
51570,17472
51580,5989
51590,43787
51595,5822
51600,22058
51610,11465
51620,8549
51630,23375
51640,6936
51650,139046
51660,47406
51670,22506
51678,6990
51680,73726
51683,36067
51685,13195
51690,14029
51700,181822
51710,242143
51720,3886
51730,32303
51735,12099
51740,96785
51750,16318
51760,201828
51770,95793
51775,24641
51790,23806
51800,82544
51810,435996
51820,20885
51830,13421
51840,25953
53001,17884
53003,21363
53005,167077
53007,70995
53009,70638
53011,414816
53013,3957
53015,101244
53017,37160
53019,7504
53021,71329
53023,2240
53025,85142
53027,72092
53029,78633
53031,29574
53033,1879189
53035,247336
53037,39869
53039,20055
53041,74650
53043,10533
53045,59287
53047,40238
53049,21192
53051,12904
53053,782681
53055,15551
53057,115231
53059,10869
53061,694219
53063,461262
53065,43171
53067,243563
53069,3982
53071,57585
53073,195993
53075,43747
53077,236542
54001,16256
54003,100910
54005,24872
54007,14558
54009,24194
54011,95526
54013,7588
54015,9572
54017,8035
54019,46138
54021,8394
54023,11942
54025,35373
54027,23594
54029,30866
54031,13832
54033,68490
54035,29084
54037,52033
54039,192770
54041,16406
54043,21879
54045,36564
54047,22555
54049,56356
54051,33369
54053,27016
54055,61844
54057,27796
54059,26956
54061,92715
54063,13495
54065,17409
54067,26189
54069,44582
54071,7773
54073,7664
54075,8808
54077,32976
54079,54940
54081,78513
54083,29233
54085,10514
54087,15116
54089,13847
54091,16732
54093,7137
54095,9339
54097,23984
54099,42647
54101,9247
54103,16697
54105,5753
54107,86731
54109,23993
55001,21044
55003,16212
55005,45915
55007,15114
55009,244376
55011,13744
55013,15749
55015,47902
55017,61466
55019,34552
55021,56350
55023,16801
55025,477748
55027,88935
55029,27959
55031,43907
55033,43365
55035,97381
55037,4587
55039,100919
55041,9534
55043,50716
55045,36448
55047,19107
55049,23646
55051,6075
55053,20284
55055,82778
55057,26733
55059,164328
55061,20642
55063,112819
55065,16775
55067,20218
55069,29075
55071,81678
55073,132644
55075,42019
55077,15421
55078,4251
55079,937616
55081,44053
55083,37737
55085,36379
55087,174457
55089,85945
55091,7517
55093,40530
55095,44310
55097,69437
55099,14452
55101,194736
55103,18205
55105,159964
55107,14855
55109,82636
55111,60957
55113,16615
55115,41842
55117,115328
55119,20557
55121,28523
55123,29460
55125,21750
55127,101735
55129,16001
55131,130206
55133,386130
55135,52533
55137,24631
55139,165032
55141,74601
56001,34926
56003,11448
56005,43179
56007,15624
56009,13404
56011,6761
56013,38875
56015,12844
56017,4720
56019,8307
56021,89221
56023,17447
56025,73520
56027,2430
56029,27574
56031,8655
56033,28380
56035,9322
56037,42266
56039,20802
56041,20537
56043,8271
56045,7066
72001,19541
72003,42232
72005,61965
72007,28827
72009,26161
72011,29254
72013,97633
72015,19607
72017,24506
72019,30272
72021,212183
72023,50468
72025,143301
72027,35381
72029,47151
72031,179356
72033,28663
72035,48255
72037,14493
72039,19067
72041,43604
72043,40229
72045,20773
72047,37312
72049,1939
72051,37631
72053,37875
72054,12697
72055,19990
72057,45416
72059,21986
72061,98875
72063,44073
72065,41645
72067,17213
72069,58924
72071,45681
72073,16865
72075,51020
72077,39829
72079,26000
72081,31600
72083,10156
72085,38146
72087,30703
72089,20131
72091,44631
72093,6244
72095,12393
72097,91205
72099,40280
72101,32339
72103,26331
72105,30460
72107,23646
72109,19552
72111,24879
72113,170920
72115,25985
72117,15203
72119,54270
72121,25532
72123,31265
72125,35997
72127,404748
72129,41300
72131,42982
72133,23113
72135,72756
72137,90867
72139,75464
72141,33741
72143,39807
72145,60436
72147,9313
72149,26565
72151,38387
72153,43082
