fips,count
13053,11702
13055,25985
13057,206283
13059,115070
13061,2981
13063,260156
13065,6841
13067,677402
13069,41647
13071,44712
13073,117858
13075,16976
13077,121528
13079,12821
13081,23182
13083,16595
13085,21758
13087,27920
13089,685371
13091,21402
13093,14283
13095,94514
13097,127800
13099,11286
13101,3973
13103,50513
13105,20421
13107,22348
13109,10966
13111,23337
13113,105344
13115,95810
13117,163885
13119,22121
13121,886982
13123,28076
13125,3007
13127,77632
13129,54059
13131,24738
13133,15844
13135,778022
13137,42212
13139,175001
13141,9649
13143,28574
13145,30807
13147,25024
13149,11720
13151,193717
13153,134880
13155,9642
13157,58347
13159,13695
13161,14558
13163,16919
13165,8400
13167,9967
13169,28292
13171,17837
13173,9404
13175,48034
13177,27998
13179,63854
13181,8111
13183,13142
13185,104916
13187,28875
13189,21719
13191,13817
13193,14553
13195,27798
13197,8403
13199,22425
13201,6128
13205,23697
13207,25864
13209,9138
13211,17741
13213,39925
13215,187629
13217,96833
13219,31508
13221,14556
13223,134875
13225,26883
13227,29155
13229,18205
13231,17411
13233,41095
13235,11632
13237,20925
13239,2528
13241,16266
13243,7724
13245,198170
13247,83135
13249,4755
13251,14799
13253,8797
13255,63304
13257,25876
13259,5831
13261,32865
13263,6920
13265,2041
13267,24263
13269,8875
13271,16052
13273,9647
13275,44451
13277,39823
13279,27151
13281,10430
13283,6835
13285,65652
13287,9025
13289,9385
13291,21083
13293,27308
13295,67845
13297,81491
13299,36006
13301,5936
13303,21112
13305,29705
13307,2727
13309,7093
13311,26498
13313,99910
13315,9041
13317,10580
13319,9685
13321,21712
15001,180362
15003,936984
15005,74
15007,65460
15009,150711
16001,380718
16003,3942
16005,80701
16007,6026
16009,9302
16011,44496
16013,21329
16015,7122
16017,40711
16019,100213
16021,10792
16023,2842
16025,1216
16027,182723
16029,6900
16031,22109
16033,857
16035,8766
16037,4277
16039,26669
16041,12497
16043,13062
16045,16778
16047,15140
16049,15947
16051,24523
16053,21282
16055,134851
16057,36645
16059,7861
16061,3761
16063,5021
16065,36413
16067,19524
16069,38886
16071,4212
16073,11389
16075,22451
16077,7633
16079,12917
16081,9413
16083,74929
16085,9846
16087,10105
17001,67030
17003,8449
17005,17904
17007,53567
17009,6897
17011,35083
17013,5118
17015,15615
17017,13648
17019,197867
17021,34936
17023,16545
17025,13927
17027,37395
17029,53568
17031,5172848
17033,19864
17035,11073
17037,104026
17039,16672
17041,20012
17043,911481
17045,18776
17047,6707
17049,34232
17051,22007
17053,14113
17055,39528
17057,37205
17059,5773
17061,13983
17063,48744
17065,8453
17067,19227
17069,4402
17071,7462
17073,50477
17075,30068
17077,59864
17079,9752
17081,39202
17083,22932
17085,22728
17087,12710
17089,502628
17091,112100
17093,105602
17095,52932
17097,697179
17099,113789
17101,16849
17103,36100
17105,39010
17107,30440
17109,32730
17111,306050
17113,166706
17115,110719
17117,47980
17119,268005
17121,39722
17123,12763
17125,14921
17127,15425
17129,12702
17131,16551
17133,32431
17135,30230
17137,35755
17139,14723
17141,53578
17143,185108
17145,22488
17147,16708
17149,16580
17151,4426
17153,6262
17155,5982
17157,33567
17159,16166
17161,147524
17163,266727
17165,25171
17167,195288
17169,7527
17171,5374
17173,22362
17175,6086
17177,47791
17179,133863
17181,17959
17183,82033
17185,12141
17187,17745
17189,14841
17191,16846
17193,14800
17195,58750
17197,667977
17199,65579
17201,293972
17203,38226
18001,34162
18003,351332
18005,75855
18007,8820
18009,12960
18011,54796
18013,15271
18015,20135
18017,39058
18019,107381
18021,26983
18023,33270
18025,10825
18027,31045
18029,49580
18031,25584
18033,41968
18035,117344
18037,41809
18039,196855
18041,24367
18043,73594
18045,17329
18047,23194
18049,20684
18051,33386
18053,70176
18055,33084
18057,261244
18059,68011
18061,38616
18063,140028
18065,48921
18067,83326
18069,37321
18071,41902
18073,33055
18075,21441
18077,32393
18079,28470
18081,135994
18083,38425
18085,76982
18087,36996
18089,494417
18091,110937
18093,46192
18095,131444
18097,890976
18099,46976
18101,10324
18103,37307
18105,134442
18107,38138
18109,68654
18111,14300
18113,47513
18115,6067
18117,19820
18119,21737
18121,17394
18123,19316
18125,12955
18127,162026
18129,26100
18131,13596
18133,38048
18135,26262
18137,28570
18139,17568
18141,266522
18143,24109
18145,44237
18147,20977
18149,23343
18151,34092
18153,21520
18155,10393
18157,168635
18159,16132
18161,7463
18163,178298
18165,16412
18167,107151
18169,33225
18171,8563
18173,58393
18175,28226
18177,69187
18179,27744
18181,24734
18183,32991
19001,7779
19003,4127
19005,14331
19007,13029
19009,6186
19011,26098
19013,129252
19015,26424
19017,24185
19019,21026
19021,19980
19023,14892
19025,9846
19027,20805
19029,13969
19031,18414
19033,44324
19035,12086
19037,12499
19039,9218
19041,16718
19043,18202
19045,49274
19047,16951
19049,61714
19051,8687
19053,8508
19055,17857
19057,40266
19059,16665
19061,92547
19063,10389
19065,20992
19067,16394
19069,10697
19071,7528
19073,9448
19075,12401
19077,11040
19079,15874
19081,11505
19083,17685
19085,15073
19087,20263
19089,9610
19091,9905
19093,7172
19095,16353
19097,19942
19099,37050
19101,16643
19103,126994
19105,20708
19107,10614
19109,15748
19111,35991
19113,207765
19115,11683
19117,9116
19119,11564
19121,15488
19123,22382
19125,33378
19127,40131
19129,15157
19131,10801
19133,9346
19135,7918
19137,10901
19139,42501
19141,14419
19143,6576
19145,16095
19147,9508
19149,24933
19151,7509
19153,419301
19155,91928
19157,19012
19159,5169
19161,10480
19163,162184
19165,12328
19167,33377
19169,87594
19171,17952
19173,6402
19175,12409
19177,7645
19179,35553
19181,45346
19183,21626
19185,6404
19187,38286
19189,10962
19191,21031
19193,101217
19195,7628
19197,13384
20001,13473
20003,8084
20005,16889
20007,4900
20009,27499
20011,15097
20013,10019
20015,64853
20017,2834
20019,3736
20021,21740
20023,2783
20025,2231
20027,8531
20029,9538
20031,8587
20033,1865
20035,36140
20037,38985
20039,3015
20041,19643
20043,7957
20045,109052
20047,3052
20049,2930
20051,28039
20053,6476
20055,36139
20057,32727
20059,25841
20061,30537
20063,2721
20065,2663
20067,7744
20069,5870
20071,1294
20073,6824
20075,2643
20077,6033
20079,34150
20081,4196
20083,1955
20085,13360
20087,19059
20089,3151
20091,531228
20093,3966
20095,7949
20097,2671
20099,21791
20101,1725
20103,74611
20105,3308
20107,9782
20109,2774
20111,34974
20113,29178
20115,12689
20117,10147
20119,4523
20121,32116
20123,6383
20125,35453
20127,5946
20129,3244
20131,10253
20133,16538
20135,3120
20137,5692
20139,16426
20141,3906
20143,6107
20145,6913
20147,5601
20149,20781
20151,9670
20153,2594
20155,64054
20157,5069
20159,10128
20161,69035
20163,5241
20165,3290
20167,6915
20169,54982
20171,4832
20173,486123
20175,22588
20177,175537
20179,2578
20181,6002
20183,3934
20185,4433
20187,2197
20189,5533
20191,24257
20193,7757
20195,2979
20197,7004
20199,1440
20201,5851
20203,2244
20205,9598
20207,3352
20209,155462
21001,18542
21003,19688
21005,21080
21007,8225
21009,41685
21011,11565
21013,28793
21015,114723
21017,19947
21019,49330
21021,28245
21023,8479
21025,14202
21027,19893
21029,72515
21031,12763
21033,12934
21035,36763
21037,89016
21039,5126
21041,10703
21043,27821
21045,15939
21047,72678
21049,35305
21051,22197
21053,10161
21055,9313
21057,6931
21059,95398
21061,12086
21063,7493
21065,14733
21067,288045
21069,14318
21071,39949
21073,49067
21075,6858
21077,8428
21079,16842
21081,24604
21083,36958
21085,25540
21087,11377
21089,36962
21091,8555
21093,100876
21095,29688
21097,18761
21099,18201
21101,45943
21103,15474
21105,4949
21107,46886
21109,13560
21111,729452
21113,47073
21115,23325
21117,158034
21119,16587
21121,31765
21123,14080
21125,58155
21127,15841
21129,7865
21131,11470
21133,24462
21135,13968
21137,24779
21139,9514
21141,26838
21143,8367
21145,65217
21147,18122
21149,9635
21151,81580
21153,13294
21155,19619
21157,31386
21159,13138
21161,17362
21163,28907
21165,6427
21167,21272
21169,10130
21171,11089
21173,25908
21175,14055
21177,31541
21179,42523
21181,7136
21183,23837
21185,58784
21187,10928
21189,4742
21191,14894
21193,28739
21195,65309
21197,12786
21199,62062
21201,2278
21203,17075
21205,23075
21207,17445
21209,44868
21211,40899
21213,17214
21215,16582
21217,24247
21219,12307
21221,14117
21223,8872
21225,15077
21227,109775
21229,11593
21231,20716
21233,13734
21235,36006
21237,7315
21239,24523
22001,61139
22003,25816
22005,102501
22007,23487
22009,42013
22011,35000
22013,14546
22015,113837
22017,253048
22019,189134
22021,10188
22023,7280
22025,10465
22027,17160
22029,20502
22031,26465
22033,435815
22035,7964
22037,20417
22039,34419
22041,20727
22043,21675
22045,73395
22047,33513
22049,16078
22051,431019
22053,31500
22055,215581
22057,95428
22059,14680
22061,45797
22063,122798
22065,12286
22067,28388
22069,39274
22071,295285
22073,152207
22075,22710
22077,22837
22079,130800
22081,9181
22083,20692
22085,24119
22087,27739
22089,52645
22091,11125
22093,22096
22095,46728
22097,84309
22099,51721
22101,54348
22103,228894
22105,118190
22107,5430
22109,111131
22111,22750
22113,57280
22115,50451
22117,46578
22119,41238
22121,23274
22123,11689
22125,15681
22127,15477
23001,107882
23003,72412
23005,279994
23007,30657
23009,54309
23011,121925
23013,40111
23015,34719
23017,57867
23019,152934
23021,17555
23023,35688
23025,52261
23027,38740
23029,33154
23031,197457
24001,74638
24003,527020
24005,799195
24009,87891
24011,32805
24013,167208
24015,100139
24017,143912
24019,32287
24021,229205
24023,30145
24025,242888
24027,279366
24029,20018
24031,947230
24033,854722
24035,46945
24037,102086
24039,26411
24041,37361
24043,146329
24045,96951
24047,51133
24510,620538
25001,217483
25003,131528
25005,546433
25007,16155
25009,735642
25011,71523
25013,462270
25015,157326
25017,1479491
25019,10069
25021,662077
25023,490784
25025,704460
25027,791855
26001,11238
26003,9604
26005,111385
26007,29958
26009,23975
26011,16487
26013,8882
26015,59576
26017,108156
26019,17705
26021,157232
26023,46083
26025,137112
26027,52429
26029,26228
26031,26699
26033,39078
26035,31162
26037,74235
26039,14325
26041,37403
26043,26584
26045,108002
26047,32806
26049,433054
26051,26076
26053,16471
26055,86061
26057,42612
26059,47033
26061,36192
26063,33642
26065,281365
26067,64651
26069,26422
26071,12057
26073,69451
26075,161569
26077,247246
26079,17400
26081,599432
26083,2122
26085,11625
26087,89944
26089,21757
26091,100911
26093,181350
26095,6685
26097,11281
26099,837490
26101,24951
26103,66514
26105,28715
26107,42730
26109,24245
26111,83626
26113,14962
26115,152784
26117,63553
26119,9920
26121,173223
26123,48962
26125,1201113
26127,27029
26129,21862
26131,6976
26133,23681
26135,8884
26137,24445
26139,261376
26141,13697
26143,24932
26145,202336
26147,165719
26149,61848
26151,44010
26153,8640
26155,71621
26157,56543
26159,76585
26161,343947
26163,1870362
26165,32653
27001,16325
27003,327544
27005,32274
27007,43781
27009,38148
27011,5324
27013,62719
27015,26030
27017,34958
27019,88668
27021,28648
27023,12426
27025,52844
27027,57089
27029,8593
27031,5211
27033,11712
27035,61836
27037,393380
27039,19829
27041,35909
27043,14819
27045,20978
27047,31387
27049,45930
27051,6082
27053,1136522
27055,19226
27057,20205
27059,37682
27061,44835
27063,10403
27065,16379
27067,41869
27069,4620
27071,13461
27073,7343
27075,10900
27077,4147
27079,27719
27081,5935
27083,25606
27085,36789
27087,5359
27089,9580
27091,20865
27093,23371
27095,26075
27097,33093
27099,38855
27101,8779
27103,32271
27105,21030
27107,6865
27109,141244
27111,57539
27113,13862
27115,29413
27117,9570
27119,31336
27121,11064
27123,503113
27125,4094
27127,16069
27129,16007
27131,63087
27133,9606
27135,15864
27137,199472
27139,126139
27141,86823
27143,15219
27145,147927
27147,36434
27149,9711
27151,9946
27153,24804
27155,3657
27157,21743
27159,13809
27161,19168
27163,232536
27165,11212
27167,6636
27169,51304
27171,120764
27173,10514
28001,32659
28003,36708
28005,13318
28007,19545
28009,8652
28011,35063
28013,14945
28015,10608
28017,17689
28019,8680
28021,9928
28023,16808
28025,20883
28027,26681
28029,29521
28031,19557
28033,154715
28035,74290
28037,8130
28039,22061
28041,14009
28043,22169
28045,42408
28047,181791
28049,246067
28051,19597
28053,9610
28055,1893
28057,23329
28059,137082
28061,17383
28063,7970
28065,12666
28067,67144
28069,10470
28071,45859
28073,52559
28075,79405
28077,13016
28079,23547
28081,81446
28083,33109
28085,34622
28087,59482
28089,91987
28091,26758
28093,37002
28095,37282
28097,11138
28099,29545
28101,21828
28103,11747
28105,46529
28107,34782
28109,55923
28111,12243
28113,40284
28115,29523
28117,25411
28119,8551
28121,138523
28123,28180
28125,4797
28127,27575
28129,16443
28131,16923
28133,30504
28135,15270
28137,28198
28139,21993
28141,19535
28143,10817
28145,26922
28147,15530
28149,48890
28151,52455
28153,20971
28155,10139
28157,10070
28159,19378
28161,12869
28163,28402
29001,25315
29003,17006
29005,5811
29007,25684
29009,35753
29011,12634
29013,17132
29015,18975
29017,12445
29019,158067
29021,88195
29023,42437
29025,9380
29027,43769
29029,43157
29031,74283
29033,9485
29035,6141
29037,97598
29039,14091
29041,7871
29043,74156
29045,7169
29047,215015
29049,20682
29051,74767
29053,17583
29055,24640
29057,7929
29059,16813
29061,8359
29063,12872
29065,15497
29067,13689
29069,32140
29071,100737
29073,15334
29075,6760
29077,270190
29079,10214
29081,8941
29083,22373
29085,9579
29087,4944
29089,10120
29091,39763
29093,10670
29095,666997
29097,115029
29099,216262
29101,52041
29103,4134
29105,35357
29107,33313
29109,38373
29111,10235
29113,51333
29115,12824
29117,14961
29119,23016
29121,15539
29123,12269
29125,9203
29127,28579
29129,3731
29131,24805
29133,14143
29135,15468
29137,9078
29139,12247
29141,20631
29143,18847
29145,57561
29147,23031
29149,10739
29151,13768
29153,9688
29155,18587
29157,18919
29159,41587
29161,44473
29163,18590
29165,86894
29167,30729
29169,49114
29171,5040
29173,10127
29175,25495
29177,23667
29179,6698
29181,14057
29183,350606
29185,9757
29186,18205
29187,64239
29189,999454
29195,23126
29197,4361
29199,4831
29201,39370
29203,8404
29205,6439
29207,30089
29209,32003
29211,6728
29213,49324
29215,25662
29217,20917
29219,31635
29221,24981
29223,13433
29225,35678
29227,2188
29229,18731
29510,318809
30001,9132
30003,12663
30005,6472
30007,5287
30009,9994
30011,1289
30013,80562
30015,5765
30017,11548
30019,1649
30021,8933
30023,9270
30025,2813
30027,11513
30029,89215
30031,87676
30033,1224
30035,13251
30037,810
30039,3044
30041,16007
30043,11166
30045,1967
30047,28493
30049,61643
30051,2261
30053,19507
30055,1714
30057,7588
30059,2024
30061,4193
30063,107288
30065,4339
30067,15752
30069,598
30071,4206
30073,6145
30075,1659
30077,7077
30079,1089
30081,40013
30083,9498
30085,10273
30087,9134
30089,11366
30091,3505
30093,33797
30095,8934
30097,3717
30099,6105
30101,5143
30103,848
30105,7345
30107,2118
30109,1067
30111,144050
31001,31126
31003,6742
31005,426
31007,720
31009,539
31011,5553
31013,11372
31015,2107
31017,3192
31019,45437
31021,6964
31023,8382
31025,25246
31027,8906
31029,3927
31031,5783
31033,10049
31035,6554
31037,10201
31039,9243
31041,11001
31043,20674
31045,9149
31047,24245
31049,1963
31051,6000
31053,36621
31055,505545
31057,1963
31059,5953
31061,3229
31063,2808
31065,4942
31067,22591
31069,2060
31071,2081
31073,2058
31075,661
31077,2542
31079,56899
31081,9160
31083,3460
31085,1025
31087,2925
31089,10479
31091,690
31093,6302
31095,7708
31097,5211
31099,6552
31101,8356
31103,740
31105,3814
31107,8762
31109,279428
31111,36167
31113,682
31115,635
31117,489
31119,34720
31121,7784
31123,5071
31125,3755
31127,7249
31129,4583
31131,15741
31133,2767
31135,2983
31137,9234
31139,7308
31141,31675
31143,5412
31145,11069
31147,8455
31149,1651
31151,14098
31153,152180
31155,20543
31157,36569
31159,16628
31161,5538
31163,3144
31165,1340
31167,6207
31169,5262
31171,756
31173,6907
31175,4284
31177,20148
31179,9573
31181,3815
31183,751
31185,13886
32001,24946
32003,1895521
32005,47042
32007,47707
32009,892
32011,1724
32013,15986
32015,5545
32017,5060
32019,51515
32021,4812
32023,43878
32027,6703
32029,4016
32031,412844
32033,9765
32510,55375
33001,60142
33003,47772
33005,77445
33007,33445
33009,88356
33011,399555
33013,146785
33015,294638
33017,122158
33019,43643
34001,273162
34003,896482
34005,447861
34007,513574
34009,97684
34011,155456
34013,780872
34015,285223
34017,622123
34019,128458
34021,364445
34023,798882
34025,628112
34027,489811
34029,569374
34031,496204
34033,65982
34035,319347
34037,149996
34039,529547
34041,108982
35001,646881
35003,3652
35005,64268
35006,27179
35007,13827
35009,46924
35011,1772
35013,201670
35015,52665
35017,29706
35019,4698
35021,943
35023,4964
35025,62503
35027,20502
35028,18091
35029,25252
35031,70663
35033,4923
35035,62782
35037,9002
35039,40195
35041,19372
35043,124263
35045,127517
35047,29321
35049,141702
35051,11938
35053,17964
35055,32574
35057,16467
35059,4388
35061,74554
36001,304032
36003,49105
36005,1365725
36007,200804
36009,80776
36011,80431
36013,135263
36015,88708
36017,51045
36019,82380
36021,63241
36023,49452
36025,48220
36027,296152
36029,921202
36031,39416
36033,51697
36035,55497
36037,59952
36039,49410
36041,4908
36043,64332
36045,115069
36047,2466782
36049,27017
36051,65441
36053,72887
36055,741274
36057,49945
36059,1329083
36061,1583345
36063,216064
36065,234533
36067,463704
36069,106298
36071,370201
36073,43169
36075,122220
36077,62604
36079,99545
36081,2199169
36083,158629
36085,463450
36087,305461
36089,111778
36091,217264
36093,153268
36095,32789
36097,18566
36099,35309
36101,98724
36103,1482548
36105,77625
36107,51377
36109,100612
36111,182782
36113,65707
36115,63088
36117,93654
36119,939406
36121,42367
36123,25250
37001,147072
37003,36797
37005,11084
37007,26785
37009,26787
37011,17951
37013,47185
37015,20890
37017,34629
37019,101994
37021,233249
37023,90557
37025,169990
37027,82162
37029,9719
37031,65068
37033,23848
37035,153149
37037,61426
37039,27317
37041,14859
37043,10418
37045,97786
37047,56856
37049,100001
37051,312994
37053,23299
37055,33650
37057,160638
37059,40581
37061,56657
37063,258578
37065,56247
37067,342989
37069,58473
37071,202642
37073,12039
37075,8702
37077,58071
37079,21157
37081,475786
37083,55293
37085,109031
37087,58597
37089,103881
37091,24384
37093,44128
37095,5721
37097,154632
37099,39144
37101,160675
37103,10060
37105,55576
37107,59307
37109,75697
37111,44593
37113,33453
37115,20549
37117,24471
37119,882761
37121,15680
37123,27611
37125,85914
37127,94402
37129,197272
37131,22161
37133,169207
37135,129562
37137,13072
37139,40167
37141,50256
37143,13091
37145,38942
37147,161385
37149,20289
37151,140034
37153,46477
37155,131708
37157,93322
37159,136880
37161,66928
37163,62832
37165,36325
37167,60109
37169,47194
37171,73287
37173,13861
37175,32404
37177,4374
37179,190346
37181,44975
37183,850546
37185,20810
37187,13248
37189,49705
37191,120102
37193,69063
37195,79533
37197,38158
37199,17911
38001,2348
38003,11056
38005,6662
38007,897
38009,6430
38011,3102
38013,1948
38015,78776
38017,144410
38019,4046
38021,5340
38023,2050
38025,3477
38027,2455
38029,3617
38031,3434
38033,1539
38035,66771
38037,2486
38039,2426
38041,2506
38043,2521
38045,4233
38047,2001
38049,5400
38051,2917
38053,6004
38055,8861
38057,8353
38059,26712
38061,7228
38063,3185
38065,1808
38067,7530
38069,4364
38071,11371
38073,5624
38075,2442
38077,16507
38079,13766
38081,3971
38083,1293
38085,4121
38087,727
38089,23486
38091,1977
38093,20984
38095,2289
38097,8190
38099,11286
38101,59461
38103,4276
38105,21194
39001,28578
39003,106586
39005,53341
39007,101867
39009,64455
39011,46023
39013,70403
39015,44618
39017,363465
39019,28988
39021,40140
39023,139374
39025,195312
39027,42416
39029,108609
39031,37046
39033,44294
39035,1293825
39037,52945
39039,39119
39041,166108
39043,77454
39045,143949
39047,28913
39049,1141117
39051,42756
39053,30943
39055,93604
39057,159940
39059,40351
39061,802194
39063,74670
39065,32104
39067,15867
39069,28546
39071,43648
39073,29338
39075,42068
39077,59932
39079,33165
39081,70041
39083,60201
39085,229418
39087,62647
39089,163708
39091,46006
39093,299605
39095,444046
39097,42844
39099,241899
39101,66530
39103,170137
39105,23649
39107,40958
39109,102315
39111,14751
39113,538461
39115,15113
39117,34815
39119,85951
39121,14634
39123,41553
39125,19679
39127,35843
39129,55128
39131,28674
39133,159943
39135,42502
39137,34647
39139,125980
39141,77537
39143,61284
39145,78988
39147,57091
39149,49350
39151,376346
39153,543150
39155,212780
39157,92508
39159,50708
39161,29029
39163,13485
39165,207790
39167,62066
39169,114438
39171,38172
39173,125295
39175,22665
40001,22424
40003,5621
40005,14140
40007,5564
40009,21817
40011,11972
40013,41195
40015,28951
40017,109814
40019,46993
40021,46182
40023,15190
40025,2503
40027,246831
40029,5801
40031,119902
40033,6230
40035,14951
40037,68914
40039,26824
40041,41017
40043,4720
40045,4041
40047,59093
40049,27462
40051,51545
40053,4579
40055,6182
40057,2875
40059,3607
40061,12577
40063,13606
40065,26386
40067,6435
40069,10816
40071,46473
40073,14776
40075,9540
40077,11015
40079,49822
40081,33823
40083,39777
40085,9306
40087,33107
40089,33130
40091,20012
40093,7487
40095,15465
40097,40807
40099,13193
40101,70383
40103,11509
40105,10674
40107,12036
40109,704023
40111,39664
40113,47192
40115,32193
40117,16564
40119,75687
40121,45417
40123,36644
40125,68751
40127,11500
40129,3530
40131,85044
40133,25224
40135,41855
40137,44454
40139,19826
40141,8154
40143,589757
40145,70232
40147,50339
40149,11571
40151,8656
40153,19967
41001,16150
41003,84158
41005,370479
41007,36858
41009,49006
41011,63319
41013,21515
41015,22411
41017,154568
41019,107209
41021,1731
41023,7349
41025,7364
41027,21706
41029,200587
41031,21652
41033,82172
41035,66520
41037,7882
41039,347156
41041,45857
41043,114315
41045,31326
41047,309894
41049,11112
41051,712036
41053,73745
41055,1819
41057,25200
41059,74804
41061,25373
41063,6919
41065,24695
41067,516665
41069,1443
41071,96930
42001,100839
42003,1223066
42005,69489
42007,171569
42009,49882
42011,407310
42013,127071
42015,62415
42017,622859
42019,182554
42021,144741
42023,5197
42025,64563
42027,151411
42029,490571
42031,40290
42033,82131
42035,38970
42037,66642
42039,89153
42041,231336
42043,264823
42045,556468
42047,32480
42049,279234
42051,138807
42053,7585
42055,146558
42057,14839
42059,39003
42061,45830
42063,88745
42065,45244
42067,24385
42069,213731
42071,511250
42073,91682
42075,131341
42077,343946
42079,319120
42081,116376
42083,43853
42085,117296
42087,46583
42089,168080
42091,790497
42093,18152
42095,294536
42097,94099
42099,45599
42101,1504950
42103,56993
42105,17583
42107,148288
42109,39400
42111,78219
42113,6467
42115,43343
42117,41631
42119,44866
42121,55320
42123,41877
42125,206987
42127,52302
42129,365841
42131,28262
42133,428175
44001,50501
44003,167235
44005,83253
44007,628413
44009,126987
45001,25643
45003,156670
45005,10688
45007,183691
45009,16139
45011,22748
45013,155550
45015,169878
45017,15212
45019,342434
45021,54832
45023,33246
45025,46087
